score,pass,confidence
0.6666666666666666,True,0.1826786994934082
0.19999999999999998,False,-0.590550422668457
0.15384615384615385,False,-0.5708993673324585
0.0,False,-3.2790944576263428
0.1904761904761905,False,-0.3781425356864929
0.08333333333333333,False,-1.9720335006713867
0.0,False,-3.0684101581573486
0.3636363636363636,False,-1.2089861631393433
0.0625,False,-2.9757866859436035
0.4,False,-3.1857917308807373
0.0,False,-1.9239990711212158
0.15384615384615385,False,-1.0620994567871094
0.18181818181818182,False,-1.0465598106384277
0.0,False,-0.1960967630147934
0.2666666666666667,False,-1.63947594165802
0.0,False,0.4155921936035156
0.20689655172413793,False,-2.975750207901001
1.0,True,-1.3310391902923584
0.0,False,-1.7439688444137573
0.0,False,-3.0133774280548096
0.1739130434782609,False,-1.449419379234314
0.0,False,-1.214774489402771
0.11764705882352941,False,-3.0870234966278076
0.2857142857142857,False,-3.0023202896118164
0.2857142857142857,False,-0.7257452011108398
0.23529411764705882,False,-1.3830626010894775
0.0,False,-1.2788701057434082
0.0,False,0.11130023002624512
0.07999999999999999,False,-3.201810836791992
0.23529411764705882,False,-1.5027778148651123
0.15384615384615385,False,-3.1327288150787354
0.125,False,-0.4148036241531372
0.1818181818181818,False,-3.2999961376190186
0.0,False,-1.0357847213745117
0.0,False,-1.3205100297927856
0.0909090909090909,False,-1.0731455087661743
0.0,False,-2.703354597091675
0.2608695652173913,False,-3.3422634601593018
0.3636363636363636,False,-2.781440258026123
1.0,True,-3.064932346343994
0.0,False,-2.8634862899780273
0.0,False,-0.9304590821266174
0.0,False,-2.8607473373413086
0.0,False,-0.5755711793899536
0.0,False,-3.0875234603881836
0.16666666666666669,False,-0.9985122680664062
0.27586206896551724,False,-3.0756490230560303
0.11764705882352941,False,-1.5428310632705688
0.14285714285714288,False,-1.4609248638153076
0.11764705882352941,False,-2.877098560333252
0.0,False,-3.1232717037200928
